adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000784977-18-000034	784977	PORTLAND GENERAL ELECTRIC CO /OR/	4911	US	OR	PORTLAND	97204	121 SW SALMON ST	1WTC0501	5034642473	US	OR	PORTLAND	97204	121 SW SALMON STREET		US	OR	930256820			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180727	2018-07-26 18:53:00.0	0	1	por-20180630.xml	1	
0000785161-18-000043	785161	ENCOMPASS HEALTH CORP	8060	US	AL	BIRMINGHAM	35242	9001 LIBERTY PARKWAY		205-967-7116	US	AL	BIRMINGHAM	35242	9001 LIBERTY PARKWAY		US	DE	630860407	HEALTHSOUTH CORP	19950113	1-LAF	1	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:55:00.0	0	1	ehc-20180630.xml	1	
0000785786-18-000043	785786	PLEXUS CORP	3672	US	WI	NEENAH	54956	PLEXUS CORP	ONE PLEXUS WAY	9209696000	US	WI	NEENAH	54956	PLEXUS CORP	ONE PLEXUS WAY	US	WI	391344447			1-LAF	0	0930	10-Q	20180630	2018	Q3	20180803	2018-08-03 16:05:00.0	0	1	plxs-20180630.xml	1	
0000787250-18-000022	787250	DPL INC	4931	US	OH	DAYTON	45432	1065 WOODMAN DRIVE		937 259 7142	US	OH	DAYTON	45432	1065 WOODMAN DRIVE		US	OH	311163136			4-NON	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-06 18:06:00.0	0	1	dpl-20180630.xml	2	27430
0000788784-18-000022	788784	PUBLIC SERVICE ENTERPRISE GROUP INC	4931	US	NJ	NEWARK	07102-4194	CORPORATE ACCOUNTING SERVICES	80 PARK PLAZA, 9TH FLOOR	973-430-7000	US	NJ	NEWARK	07102-4194	CORPORATE ACCOUNTING SERVICES	80 PARK PLAZA, 9TH FLOOR	US	NJ	222625848			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180801	2018-08-01 16:40:00.0	0	1	pseg-20180630.xml	3	1158659 81033
0000789933-18-000057	789933	NACCO INDUSTRIES INC	3630	US	OH	CLEVELAND	44124-4069	5875 LANDERBROOK DR	SUITE 220	4402295123	US	OH	CLEVELAND	44124	5875 LANDERBROOK DR		US	DE	341505819			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180801	2018-08-01 17:11:00.0	0	1	nacco-20180630.xml	1	
0000790051-18-000130	790051	CARLISLE COMPANIES INC	3060	US	AZ	SCOTTSDALE	85254	16430 N. SCOTTSDALE RD.	SUITE 400	480-781-5000	US	AZ	SCOTTSDALE	85254	16430 N. SCOTTSDALE RD.	SUITE 400	US	DE	311168055			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180726	2018-07-26 17:27:00.0	0	1	cslform10-qq22018_htm.xml	1	
0000790703-18-000024	790703	TECH DATA CORP	5045	US	FL	CLEARWATER	33760	5350 TECH DATA DR		7275397429	US	FL	CLEARWATER	33760	5350 TECH DATA DRIVE		US	FL	591578329			1-LAF	1	0131	10-Q	20180731	2018	Q2	20180906	2018-09-06 16:07:00.0	0	1	tecd-20180731.xml	1	
0000791915-18-000032	791915	CYPRESS SEMICONDUCTOR CORP /DE/	3674	US	CA	SAN JOSE	95134	198 CHAMPION COURT		4089432600	US	CA	SAN JOSE	95134	198 CHAMPION COURT		US	DE	942885898			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180727	2018-07-27 17:16:00.0	0	1	cy-20180701.xml	1	
0000791963-18-000020	791963	OPPENHEIMER HOLDINGS INC	6211	US	NY	NEW YORK	10004	85 BROAD STREET	22ND FLOOR	(212) 825-43	US	NY	NEW YORK	10004	85 BROAD STREET	22ND FLOOR	US	DE	980080034	FAHNESTOCK VINER HOLDINGS INC	19950725	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180727	2018-07-27 09:01:00.0	0	1	opy-20180630.xml	1	
0000792977-18-000053	792977	AMAG PHARMACEUTICALS INC.	2834	US	MA	WALTHAM	02451	1100 WINTER STREET		6174983300	US	MA	WALTHAM	02451	1100 WINTER STREET		US	DE	042742593	ADVANCED MAGNETICS INC	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 09:13:00.0	0	1	amag-20180630.xml	1	
0000792987-18-000034	792987	ASTEC INDUSTRIES INC	3531	US	TN	CHATTANOOGA	37421	1725 SHEPHERD ROAD		4238995898	US	TN	CHATTANOOGA	37421	1725 SHEPHERD ROAD		US	TN	620873631			1-LAF	1	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 15:22:00.0	0	1	aste-20180630.xml	1	
0000793074-18-000032	793074	WERNER ENTERPRISES INC	4213	US	NE	OMAHA	68138	14507 FRONTIER ROAD		4028956640	US	NE	OMAHA	68145	P.O. BOX 45308		US	NE	470648386			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 14:24:00.0	0	1	wern-20180630.xml	1	
0000793952-18-000050	793952	HARLEY DAVIDSON INC	3751	US	WI	MILWAUKEE	53208	3700 W JUNEAU AVE		414-343-8553	US	WI	MILWAUKEE	53208	3700 W. JUNEAU AVE		US	WI	391382325			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 14:07:00.0	0	1	hog-20180701.xml	1	
0000794170-18-000047	794170	TOLL BROTHERS INC	1531	US	PA	HORSHAM	19044	250 GIBRALTAR ROAD		2159388000	US	PA	HORSHAM	19044	250 GIBRALTAR ROAD		US	DE	232416878			1-LAF	0	1031	10-Q	20180731	2018	Q3	20180905	2018-09-05 17:04:00.0	0	1	tol-20180731.xml	1	
0000794323-18-000011	794323	LEVEL 3 PARENT, LLC	4813	US	CO	BROOMFIELD	80021	1025 ELDORADO BOULEVARD	BLDG 2000	7208881000	US	CO	BROOMFIELD	80021	1025 ELDORADO BOULEVARD	BLDG 2000	US	DE	470210602	LEVEL 3 COMMUNICATIONS INC	19980331	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:30:00.0	0	1	lvlt-20180630.xml	1	
0000794367-18-000094	794367	MACY'S, INC.	5311	US	OH	CINCINNATI	45202	7 WEST SEVENTH STREET		5135797000	US	OH	CINCINNATI	45202	7 W SEVENTH ST		US	DE	133324058	FEDERATED DEPARTMENT STORES INC /DE/	19950307	1-LAF	0	0131	10-Q	20180731	2018	Q2	20180831	2018-08-31 09:13:00.0	0	1	m-20180804.xml	1	
0000794619-18-000100	794619	AMERICAN WOODMARK CORP	2430	US	VA	WINCHESTER	22601	3102 SHAWNEE DRIVE		(540) 665-91	US	VA	WINCHESTER	22601	3102 SHAWNEE DRIVE		US	VA	541138147			1-LAF	0	0430	10-Q	20180731	2019	Q1	20180831	2018-08-31 14:52:00.0	0	1	amwd-20180731.xml	1	
0000795266-18-000067	795266	KB HOME	1531	US	CA	LOS ANGELES	90024	10990 WILSHIRE BLVD		3102314000	US	CA	LOS ANGELES	90024	10990 WILSHIRE BLVD		US	DE	953666267	KAUFMAN & BROAD HOME CORP	19920703	1-LAF	0	1130	10-Q	20180531	2018	Q2	20180706	2018-07-06 16:19:00.0	0	1	kbh-20180531.xml	1	
0000796343-18-000160	796343	ADOBE SYSTEMS INC	7372	US	CA	SAN JOSE	95110-2704	345 PARK AVE		4085366000	US	CA	SAN JOSE	95110-2704	345 PARK AVENUE		US	DE	770019522			1-LAF	1	1130	10-Q	20180831	2018	Q3	20180926	2018-09-26 16:10:00.0	0	1	adbe-20180831.xml	1	
0000797468-18-000014	797468	OCCIDENTAL PETROLEUM CORP /DE/	1311	US	TX	HOUSTON	77046	5 GREENWAY PLAZA	SUITE 110	7132157000	US	TX	HOUSTON	77046	5 GREENWAY PLAZA	SUITE 110	US	DE	954035997			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 16:54:00.0	0	1	oxy-20180630.xml	1	
0000798354-18-000017	798354	FISERV INC	7374	US	WI	BROOKFIELD	53045	255 FISERV DR	PO BOX 979	4148795000	US	WI	BROOKFIELD	53045	255 FISERV DRIVE		US	WI	391506125			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180801	2018-08-01 16:18:00.0	0	1	fisv-20180630.xml	1	
0000798941-18-000024	798941	FIRST CITIZENS BANCSHARES INC /DE/	6022	US	NC	RALEIGH	27609	4300 SIX FORKS ROAD		919 716 7000	US	NC	RALEIGH	27609	4300 SIX FORKS ROAD		US	DE	561528994			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:57:00.0	0	1	fcnca-20180630.xml	1	
0000798949-18-000036	798949	UNIT CORP	1311	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		9184937700	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		US	DE	731283193			1-LAF	1	1231	10-K/A	20171231	2017	FY	20180806	2018-08-03 17:40:00.0	0	1	unt-20171231.xml	1	
0000798949-18-000037	798949	UNIT CORP	1311	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		9184937700	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		US	DE	731283193			1-LAF	0	1231	10-Q/A	20180331	2018	Q1	20180806	2018-08-03 17:42:00.0	0	1	unt-20180331.xml	1	
0000798949-18-000041	798949	UNIT CORP	1311	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		9184937700	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		US	DE	731283193			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 08:28:00.0	0	1	unt-20180630.xml	1	
0000799233-18-000036	799233	HEARTLAND EXPRESS INC	4213	US	IA	NORTH LIBERTY	52317	901 NORTH KANSAS AVENUE		3196263600	US	IA	NORTH LIBERTY	52317	901 NORTH KANSAS AVENUE		US	NV	930926999			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-08 18:56:00.0	0	1	htld2018q210q_htm.xml	1	
0000799288-18-000055	799288	LANDS' END, INC.	5651	US	WI	DODGEVILLE	53595	ONE LANDS' END LN		6089359341	US	WI	DODGEVILLE	53595	ONE LANDS' END LANE	ONE LANDS' END LANE	US	DE	362512786	LAND'S END, INC.	20140527	2-ACC	0	0131	10-Q	20180731	2018	Q2	20180906	2018-09-06 17:13:00.0	0	1	le-20180803.xml	1	
0000799292-18-000034	799292	M I HOMES INC	1531	US	OH	COLUMBUS	43219	3 EASTON OVAL STE 500		6144188000							US	OH	311210837	M I SCHOTTENSTEIN HOMES INC	19931228	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180727	2018-07-27 09:33:00.0	0	1	mho-20180630.xml	1	
0000801337-18-000073	801337	WEBSTER FINANCIAL CORP	6021	US	CT	WATERBURY	06702	FRED SMITH	132 GRAND STREET	203-578-2202	US	CT	WATERBURY	06702	FRED SMITH	132 GRAND STREET	US	DE	061187536			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 17:00:00.0	0	1	wbs-06x30x2018x10q_htm.xml	1	
0000802481-18-000058	802481	PILGRIMS PRIDE CORP	2015	US	CO	GREELEY	80634	1770 PROMONTORY CIRCLE		9705068000	US	CO	GREELEY	80634	1770 PROMONTORY CIRCLE		US	DE	751285071			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-01 20:05:00.0	0	1	ppc-20180701.xml	1	
0000803649-18-000048	803649	EQUITY COMMONWEALTH	6798	US	IL	CHICAGO	60606	TWO NORTH RIVERSIDE PLAZA	SUITE 2100	312.646.2800	US	IL	CHICAGO	60606	TWO NORTH RIVERSIDE PLAZA	SUITE 2100	US	MD	046558834	COMMONWEALTH REIT	20100702	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180731	2018-07-31 16:17:00.0	0	1	eqc-20180630.xml	1	
0000804269-18-000082	804269	GENERAL MOTORS FINANCIAL COMPANY, INC.	6199	US	TX	FORT WORTH	76102	801 CHERRY STREET	SUITE 3500	8173027000	US	TX	FORT WORTH	76102	801 CHERRY ST	SUITE 3500	US	TX	752291093	AMERICREDIT CORP	19930930	4-NON	0	1231	10-Q	20180630	2018	Q2	20180725	2018-07-25 12:15:00.0	0	1	acf-20180630.xml	1	
0000804753-18-000033	804753	CERNER CORP /MO/	7373	US	MO	KANSAS CITY	64117	2800 ROCKCREEK PKWY, W0162	ATTN: MARC NAUGHTON	8162211024	US	MO	KANSAS CITY	64117	2800 ROCKCREEK PKWY, W0162	ATTN: MARC NAUGHTON	US	DE	431196944			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:06:00.0	0	1	cern-20180630.xml	1	
0000805022-18-000017	805022	BUCKEYE PARTNERS, L.P.	4610	US	TX	HOUSTON	77046	ONE GREENWAY PLAZA	SUITE 600	8326158600	US	TX	HOUSTON	77046	ONE GREENWAY PLAZA	SUITE 600	US	DE	232432497	BUCKEYE PARTNERS L P	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:27:00.0	0	1	bpl-20180630.xml	1	
0000805676-18-000108	805676	PARK NATIONAL CORP /OH/	6021	US	OH	NEWARK	43055	50 NORTH THIRD ST		6143498451	US	OH	NEWARK	43058-3500	P O BOX 3500		US	OH	311179518			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180727	2018-07-27 16:18:00.0	0	1	prk-20180630.xml	1	
0000807707-18-000043	807707	VOXX INTERNATIONAL CORP	5065	US	NY	HAUPPAUGE	11788	180 MARCUS BLVD		6312317750	US	NY	HAUPPAUGE	11788	180 MARCUS BLVD		US	DE	131964841	AUDIOVOX CORP	19920703	2-ACC	0	0228	10-Q	20180531	2018	Q1	20180710	2018-07-10 16:13:00.0	0	1	voxx-20180531.xml	1	
0000807863-18-000043	807863	MITEK SYSTEMS INC	3577	US	CA	SAN DIEGO	92101	600 B STREET	SUITE 100	619-269-6800	US	CA	SAN DIEGO	92101	600 B STREET	SUITE 100	US	DE	870418827			2-ACC	0	0930	10-Q	20180630	2018	Q3	20180803	2018-08-03 16:08:00.0	0	1	mitk-20180630.xml	1	
0000807882-18-000010	807882	JACK IN THE BOX INC /NEW/	5812	US	CA	SAN DIEGO	92123-1516	9330 BALBOA AVE		6195712121	US	CA	SAN DIEGO	92123-1516	9330 BALBOA AVENUE		US	DE	952698708	FOODMAKER INC /DE/	19920703	1-LAF	0	0930	10-Q	20180630	2018	Q3	20180809	2018-08-09 16:51:00.0	0	1	jack-20180708.xml	1	
0000808326-18-000022	808326	EMCORE CORP	3674	US	CA	ALHAMBRA	91803	2015 W. CHESTNUT STREET		626-293-3400	US	CA	ALHAMBRA	91803	2015 W. CHESTNUT STREET		US	NJ	222746503			2-ACC	0	0930	10-Q	20180630	2018	Q3	20180802	2018-08-02 16:27:00.0	0	1	emkr-20180630.xml	1	
0000808362-18-000017	808362	BAKER HUGHES A GE CO LLC	3533	US	TX	HOUSTON	77073-5051	17021 ALDINE WESTFIELD ROAD		7134398600	US	TX	HOUSTON	77210-4740	PO BOX 4740		US	DE	760207995	BAKER HUGHES INC	19920703	4-NON	0	1231	10-Q	20180630	2018	Q2	20180730	2018-07-30 15:41:00.0	0	1	bhge-20180630.xml	1	
0000808450-18-000149	808450	NAVISTAR INTERNATIONAL CORP	3711	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		331-332-5000	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		US	DE	363359573	NAVISTAR INTERNATIONAL CORP /DE/NEW	19920703	1-LAF	0	1031	10-Q	20180731	2018	Q3	20180906	2018-09-05 19:59:00.0	0	1	nav-20180731.xml	1	
0000808461-18-000173	808461	GCI LIBERTY, INC.	4813	US	CO	ENGLEWOOD	80112	12300 LIBERTY BOULEVARD		(720) 875-59	US	CO	ENGLEWOOD	80112	12300 LIBERTY BOULEVARD		US	AK	920072737	GENERAL COMMUNICATION INC	19920703	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 17:16:00.0	0	1	gliba-20180630.xml	1	
0000809248-18-000060	809248	CARROLS RESTAURANT GROUP, INC.	5812	US	NY	SYRACUSE	13203	968 JAMES STREET		315-424-0513	US	NY	SYRACUSE	13203	968 JAMES STREET				161287774	CARROLS HOLDINGS CORP	19870113	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 13:49:00.0	0	1	tast-20180701.xml	1	
0000811156-18-000003	811156	CMS ENERGY CORP	4931	US	MI	JACKSON	49201	ONE ENERGY PLAZA		5177880550	US	MI	JACKSON	49201	ONE ENERGY PLAZA		US	MI	382726431	CONSUMERS POWER CO	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180726	2018-07-26 09:57:00.0	0	1	cms-20180630.xml	2	201533
0000811532-18-000091	811532	CEDAR FAIR L P	7990	US	OH	SANDUSKY	44870	ONE CEDAR POINT DRIVE		4196260830	US	OH	SANDUSKY	44870	ONE CEDAR POINT DRIVE		US	DE	341560655			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180801	2018-08-01 16:47:00.0	0	1	fun-20180624.xml	1	
0000811596-18-000039	811596	KAISER ALUMINUM CORP	3350	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		949-614-1740	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		US	DE	943030279	KAISERTECH LTD	19901122	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180727	2018-07-27 09:14:00.0	0	1	kalu-20180630.xml	1	
0000811808-18-000028	811808	SUMMIT FINANCIAL GROUP INC	6022	US	WV	MOOREFIELD	26836	300 NORTH MAIN ST		3045301000	US	WV	MOOREFIELD	26836	300 NORTH MAIN ST		US	WV	550672148	SOUTH BRANCH VALLEY BANCORP INC	19920703	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 14:54:00.0	0	1	smmf-20180630.xml	1	
0000811830-18-000026	811830	SANTANDER HOLDINGS USA, INC.	6021	US	MA	BOSTON	02109	75 STATE STREET		(617) 346-72	US	MA	BOSTON	02109	75 STATE STREET		US	VA	232453088	SOVEREIGN BANCORP INC	19920703	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 12:31:00.0	0	1	sov-20180630.xml	1	
0000812011-18-000083	812011	VAIL RESORTS INC	7990	US	CO	BROOMFIELD	80021	390 INTERLOCKEN CRESCENT	SUITE 1000	303-404-1800	US	CO	BROOMFIELD	80021	390 INTERLOCKEN CRESCENT	SUITE 1000	US	DE	510291762			1-LAF	1	0731	10-K	20180731	2018	FY	20180928	2018-09-28 08:05:00.0	0	1	mtn-20180731.xml	1	
0000812128-18-000008	812128	SANDERSON FARMS INC	2015	US	MS	LAUREL	39441	225 N 13TH AVE	PO BOX 988	6016494030	US	MS	LAUREL	39441	225 N 13TH AVENUE	PO BOX 988	US	MS	640615843			1-LAF	0	1031	10-Q	20180731	2018	Q3	20180823	2018-08-23 07:16:00.0	0	1	safm-20180731.xml	1	
0000813672-18-000020	813672	CADENCE DESIGN SYSTEMS INC	7372	US	CA	SAN JOSE	95134	2655 SEELY AVENUE BLDG 5		4089431234	US	CA	SAN JOSE	95134	2655 SEELY AVENUE		US	DE	770148231	ECAD INC /DE/	19880609	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180723	2018-07-23 16:16:00.0	0	1	cdns-20180630.xml	1	
0000813762-18-000091	813762	ICAHN ENTERPRISES L.P.	3714	US	NY	NEW YORK	10153	767 FIFTH AVENUE	SUITE 4600	212-702-4300	US	NY	NEW YORK	10153	767 FIFTH AVENUE	SUITE 4600	US	DE	133398766	AMERICAN REAL ESTATE PARTNERS L P	19920703	1-LAF	1	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:16:00.0	0	1	iep-20180630.xml	2	1034563
0000813828-18-000036	813828	CBS CORP	4833	US	NY	NEW YORK	10019	51 WEST 52ND STREET	35TH FLOOR	2129754321	US	NY	NEW YORK	10019	51 WEST 52ND STREET	35TH FLOOR	US	DE	042949533	VIACOM INC	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 17:19:00.0	0	1	cbs-20180630.xml	1	
0000813920-18-000023	813920	CEC ENTERTAINMENT INC	5812	US	TX	IRVING	75063	1707 MARKET PLACE BLVD, SUITE 200		9722585474	US	TX	IRVING	75063	1707 MARKET PLACE BLVD, SUITE 200		US	KS	480905805	SHOWBIZ PIZZA TIME INC	19920703	4-NON	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 15:32:00.0	0	1	cec-20180701.xml	1	
0000814184-18-000040	814184	TCF FINANCIAL CORP	6021	US	MN	WAYZATA	55391-1693	200 LAKE STREET EAST	MAIL CODE EX-03-A	952-745-2760	US	MN	WAYZATA	55391-1693	200 LAKE STREET EAST	MAIL CODE EX-03-A	US	DE	411591444			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 12:18:00.0	0	1	tcf-20180630.xml	1	
0000814547-18-000006	814547	FAIR ISAAC CORP	7389	US	CA	SAN JOSE	95110	181 METRO DRIVE	SUITE 700	(408) 535-15	US	CA	SAN JOSE	95110	181 METRO DRIVE	SUITE 700	US	DE	941499887	FAIR ISAAC & COMPANY INC	19920703	1-LAF	0	0930	10-Q	20180630	2018	Q3	20180726	2018-07-26 16:29:00.0	0	1	fico-20180630.xml	1	
0000814549-18-000028	814549	EBIX INC	7373	US	GA	JOHNS CREEK	30097	1 EBIX WAY		678-281-2020	US	GA	JOHNS CREEK	30097	1 EBIX WAY		US	DE	770021975	EBIX COM INC	19991115	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:55:00.0	0	1	ebix-20180630.xml	1	
0000814676-18-000031	814676	CPS TECHNOLOGIES CORP/DE/	3260	US	MA	NORTON	02766	111 SOUTH WORCESTER STREET		508-222-0614	US	MA	NORTON	02766	111 SOUTH WORCESTER STREET		US	DE	042832509	CERAMICS PROCESS SYSTEMS CORP/DE/	19920703	5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 15:07:00.0	0	1	cpsh-20180630.xml	1	
0000815097-18-000035	815097	CARNIVAL CORP	4400	US	FL	MIAMI	33178-2428	3655 N W 87TH AVE	PO BOX 1347	3055992600	US	FL	MIAMI	33178	3655 N W 87TH AVE	PO BOX 1347	US	DE	591562976	CARNIVAL CRUISE LINES INC	19920703	1-LAF	0	1130	10-Q	20180831	2018	Q3	20180927	2018-09-27 11:29:00.0	0	1	ccl-20180831.xml	2	1125259
0000815556-18-000043	815556	FASTENAL CO	5200	US	MN	WINONA	55987	2001 THEURER BLVD		5074545374	US	MN	WINONA	55987	2001 THEURER BLVD		US	MN	410948415			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180716	2018-07-16 10:27:00.0	0	1	fast-20180630.xml	1	
0000816284-18-000016	816284	CELGENE CORP /DE/	2834	US	NJ	SUMMIT	07901	86 MORRIS AVENUE		(908)673-900	US	NJ	SUMMIT	07901	86 MORRIS AVENUE		US	DE	222711928			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180726	2018-07-26 16:57:00.0	0	1	celg-20180630.xml	1	
0000816761-18-000027	816761	TERADATA CORP /DE/	3571	US	OH	DAYTON	45342	10000 INNOVATION DRIVE		937-242-4800	US	OH	DAYTON	45342	10000 INNOVATION DRIVE				753236470			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:32:00.0	0	1	tdc-20180630.xml	1	
0000816956-18-000011	816956	CONMED CORP	3845	US	NY	UTICA	13502	525 FRENCH ROAD		315-624-3215	US	NY	UTICA	13502	525 FRENCH ROAD		US	NY	160977505			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 12:19:00.0	0	1	cnmd-20180630.xml	1	
0000818479-18-000035	818479	DENTSPLY SIRONA INC.	3843	US	PA	YORK	17401	SUSQUEHANNA COMMERCE CENTER	221 W. PHILADELPHIA STREET	7178457511	US	PA	YORK	17401	SUSQUEHANNA COMMERCE CENTER	221 W. PHILADELPHIA STREET	US	DE	391434669	DENTSPLY INTERNATIONAL INC /DE/	19930630	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:47:00.0	0	1	xray-20180630.xml	1	
0000819689-18-000045	819689	MICRON SOLUTIONS INC /DE/	3845	US	MA	FITCHBURG	01420	25 SAWYER PASSWAY		978-345-5000	US	MA	FITCHBURG	01420	25 SAWYER PASSWAY		US	DE	720925679	ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/	19920703	5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 08:32:00.0	0	1	micr-20180630.xml	1	
0000820027-18-000055	820027	AMERIPRISE FINANCIAL INC	6282	US	MN	MINNEAPOLIS	55474	1099 AMERIPRISE FINANCIAL CENTER		612-671-8001	US	MN	MINNEAPOLIS	55474	1099 AMERIPRISE FINANCIAL CENTER		US	DE	133180631	AMERICAN EXPRESS FINANCIAL CORP	20030513	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:23:00.0	0	1	amp-20180630.xml	1	
0000820027-18-000056	727892	RIVERSOURCE LIFE INSURANCE CO	6311	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5299	6126784177	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5299	US	MN	410823832	IDS LIFE INSURANCE CO	19970414	4-NON	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:26:00.0	0	1	amp-20180630.xml	1	
0000821026-18-000067	821026	ANDERSONS, INC.	5150	US	OH	MAUMEE	43537	1947 BRIARFIELD BOULEVARD		4198935050	US	OH	MAUMEE	43537	1947 BRIARFIELD BOULEVARD		US	OH	341562374	ANDERSONS INC	19960117	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 11:51:00.0	0	1	ande-20180630.xml	1	
0000821127-18-000101	821127	BOSTON PRIVATE FINANCIAL HOLDINGS INC	6022	US	MA	BOSTON	02109	10 POST OFFICE SQ		6175561900	US	MA	BOSTON	02109	10 POST OFFICE SQUARE		US	MA	042976299	BOSTON PRIVATE BANCORP INC	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180801	2018-08-01 16:59:00.0	0	1	bpfh-20180630.xml	1	
0000821130-18-000035	821130	UNITED STATES CELLULAR CORP	4812	US	IL	CHICAGO	60631	8410 W BRYN MAWR AVE	STE 700	7733998900	US	IL	CHICAGO	60631	8410 W BRYN MAWR AVE	STE 700	US	DE	621147325			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 08:54:00.0	0	1	usm-20180630.xml	1	
0000821189-18-000034	821189	EOG RESOURCES INC	1311	US	TX	HOUSTON	77002	1111 BAGBY, SKY LOBBY 2		7136517000	US	TX	HOUSTON	77002	1111 BAGBY, SKY LOBBY 2		US	DE	470684736	ENRON OIL & GAS CO	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:27:00.0	0	1	eog-20180630.xml	1	
0000821483-18-000053	821483	PAR PACIFIC HOLDINGS, INC.	1311	US	TX	HOUSTON	77024	800 GESSNER ROAD, SUITE 875		(281) 899-48	US	TX	HOUSTON	77024	800 GESSNER ROAD, SUITE 875		US	DE	841060803	PAR PETROLEUM CORP/CO	20120907	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 14:10:00.0	0	1	parr-20180630.xml	1	
